7.685587938541582620e-01,-1.823592966181053210e-01,-8.256398814973581191e-02,-6.049762801484514368e-02,5.066777938897112366e-01,-1.856641594422501484e-01,-3.137908299615124741e-02,-1.542899845618869170e-01,-2.182839964537086272e-02,-3.481294046162744515e-02,1.752698523343626302e+00,-4.744703952142892422e-02,-7.246860633496772508e-02,1.882227147577524295e-01
-1.823592966181524500e-01,9.604756955733478874e-01,9.558001462355505407e-01,1.459906183571699489e-01,-3.525204542121098239e+00,1.010594880312541965e+00,8.896056546122865782e-02,9.216360485453022333e-01,5.713702449552291590e-02,9.111407648368417822e-02,-4.308199461381574835e+00,1.670775047823270243e-01,2.850852376171737479e-01,-1.031832958044890391e+00
-8.256398814978306577e-02,9.558001462355617539e-01,9.824889412535497968e-01,1.413253051399067650e-01,-3.515520378858659534e+00,1.011444751428086430e+00,8.703471289423395096e-02,9.244116273739477752e-01,5.594904273705512271e-02,8.922193342876098832e-02,-4.162258440770546741e+00,1.684603939032895126e-01,2.869355307670681254e-01,-1.007437440882851698e+00
-6.049762801483939828e-02,1.459906183571352822e-01,1.413253051398719873e-01,2.676604174171667294e-01,4.264351666762905002e-01,8.806903248112300797e-02,1.756170316059075254e-01,-8.754798875524660851e-02,1.116036521879669452e-01,1.778726319039123094e-01,-8.104447610593269458e-01,-1.159815306545568941e-02,-1.780195978756909242e-02,-8.838004496000234633e-01
5.066777938899273970e-01,-3.525204542121286977e+00,-3.515520378858783879e+00,4.264351666761365123e-01,1.767069689475052030e+01,-3.746797242560195862e+00,2.997581775801360093e-01,-4.046554434221402374e+00,1.884257135212858980e-01,3.002024931856180356e-01,1.529048659371760266e+01,-7.798931250275420446e-01,-1.310900487764549815e+00,3.555714296845896016e-01
-1.856641594422969999e-01,1.010594880312555732e+00,1.011444751428081767e+00,8.806903248116311478e-02,-3.746797242560030217e+00,1.263531492110997911e+00,6.147281283300252280e-02,1.200943165988582306e+00,4.000242547373426827e-02,6.373052040486890113e-02,-4.408581925756720032e+00,1.770523208986866937e-01,3.035020458934912235e-01,-1.296556456979758742e+00
-3.137908299614716040e-02,8.896056546120638397e-02,8.703471289421094159e-02,1.756170316059081637e-01,2.997581775802336534e-01,6.147281283297458682e-02,1.338282280900455201e-01,-7.123309876059474854e-02,8.442609289868743816e-02,1.344179968802705072e-01,-4.895187919814568134e-01,-9.921763646315858581e-03,-1.573733728468684409e-02,-6.766700956218344443e-01
-1.542899845619396249e-01,9.216360485453355400e-01,9.244116273739649836e-01,-8.754798875520750090e-02,-4.046554434221360630e+00,1.200943165988613170e+00,-7.123309876056663215e-02,1.273303529482256558e+00,-4.442320751180277999e-02,-7.068675541079059987e-02,-3.919073609140889314e+00,1.869757268557690200e-01,3.192390260578250039e-01,-6.199170703480110234e-01
-2.182839964536801777e-02,5.713702449550864954e-02,5.594904273704094655e-02,1.116036521879671672e-01,1.884257135213484591e-01,4.000242547371664348e-02,8.442609289868754918e-02,-4.442320751182108479e-02,5.484703220179901195e-02,8.553726291649814406e-02,-3.157909498016213123e-01,-6.088548239110303656e-03,-9.691954734561341461e-03,-4.298191226798542819e-01
-3.481294046162292100e-02,9.111407648366139089e-02,8.922193342873840916e-02,1.778726319039130865e-01,3.002024931857164014e-01,6.373052040484018799e-02,1.344179968802702574e-01,-7.068675541081849423e-02,8.553726291649810243e-02,1.373085720788415065e-01,-5.035488998484980439e-01,-9.681783067374577501e-03,-1.541027253888689087e-02,-6.839821460922534957e-01
1.752698523343811932e+00,-4.308199461381519768e+00,-4.162258440770445489e+00,-8.104447610594845974e-01,1.529048659371657770e+01,-4.408581925756630326e+00,-4.895187919815566224e-01,-3.919073609140696135e+00,-3.157909498016837624e-01,-5.035488998486007395e-01,2.064325381858245123e+01,-7.543706422630507280e-01,-1.277059822215329765e+00,4.836367282479790752e+00
-4.744703952143956849e-02,1.670775047823343795e-01,1.684603939032936759e-01,-1.159815306544845909e-02,-7.798931250275330518e-01,1.770523208986918562e-01,-9.921763646311133195e-03,1.869757268557694918e-01,-6.088548239107296513e-03,-9.681783067369756704e-03,-7.543706422630920283e-01,3.247749581888019765e-01,4.508615309795445669e-01,-1.656054676279888227e+00
-7.246860633498551640e-02,2.850852376171856273e-01,2.869355307670742872e-01,-1.780195978755708119e-02,-1.310900487764533384e+00,3.035020458935007714e-01,-1.573733728467888518e-02,3.192390260578263361e-01,-9.691954734556413112e-03,-1.541027253887896319e-02,-1.277059822215394602e+00,4.508615309795441228e-01,6.829167639400444134e-01,-1.910086266285456968e+00
1.882227147577453796e-01,-1.031832958045076021e+00,-1.007437440882849033e+00,-8.838004496000610999e-01,3.555714296844432742e-01,-1.296556456979748972e+00,-6.766700956218623109e-01,-6.199170703479762734e-01,-4.298191226798734332e-01,-6.839821460922830276e-01,4.836367282479836938e+00,-1.656054676279885118e+00,-1.910086266285455192e+00,5.983475250010520767e+02
